Synonym,Chembl ID
pentrinitrol,CHEMBL466660
w-2197,CHEMBL466660
petrin,CHEMBL466660
pentaerythrityl dinitrate,CHEMBL466661
"1,3-glyceryl dinitrate",CHEMBL1634
"1,2-glyceryl dinitrate",CHEMBL1635
1-glyceryl mononitrate,CHEMBL1636
2-glyceryl mononitrate,CHEMBL462931
"2-glyceryl mononitrate 1,3 diacetate",CHEMBL468921
nocathiacin acid,CHEMBL467872
nocathiacin i,CHEMBL506971
serratezomine d,CHEMBL507157
oxazol-4-yl(phenyl)methanol,CHEMBL467902
oxazole-4-carbaldehyde,CHEMBL444137
spicatanol,CHEMBL467675
bw-202w92,CHEMBL448556
(e)-6-styrylisatin,CHEMBL450239
octadecylphosphocholine,CHEMBL466041
oleylphosphocholine,CHEMBL466042
spicatanol methyl ether,CHEMBL467052
hedychenone,CHEMBL450467
7-hydroxy hedychenone,CHEMBL466121
yunnacoranarin-d,CHEMBL511204
yunnacoronarin d,CHEMBL511204
7-acetoxy hedychenone,CHEMBL466124
8(12)-drimene,CHEMBL507971
cathelicidin,CHEMBL530345
tetradecylphosphonocholine,CHEMBL468950
hexadecylphosphonocholine,CHEMBL468305
jnj-26990990,CHEMBL466517
"5-(n,n-hexamethylene)amiloride",CHEMBL501701
(+/-)-nantenine,CHEMBL467094
nantenine,CHEMBL467094
gemcitabine hcl,CHEMBL1637
2'-ribo-phosphonate,CHEMBL466717
ribofuranose 2'-phosphonate,CHEMBL466717
2'-deoxyadenosine 3'-phosphate,CHEMBL513308
(s)-norketamine,CHEMBL467126
"(s)-1,2-diphenylethanamine",CHEMBL449151
lanicemine,CHEMBL467084
azd-6765,CHEMBL467084
ar-r15896ar,CHEMBL467084
5'-(methylcarbamoyl)2'-deoxyadenosine,CHEMBL467295
(r)-phenylglycine methylester,CHEMBL502179
aminodiphenylmethane,CHEMBL467503
(r)-norketamine,CHEMBL467504
(r)-ketamine,CHEMBL467505
"(r)-1,2-diphenylethanamine",CHEMBL467307
aliskiren,CHEMBL1639
spp100,CHEMBL3545059
rasilez,CHEMBL1639
(s)-phenylglycine methylester,CHEMBL467523
"2,3-bis(4-hydroxyphenyl)butanenitrile",CHEMBL467726
"2,3-bis(4-hydroxyphenyl)pentanenitrile",CHEMBL463767
sauristolactam,CHEMBL512443
l-783279,CHEMBL468117
gsk345931a,CHEMBL467510
tosyl-l-lysine chloromethyl ketone,CHEMBL466465
gsk269984a,CHEMBL467114
peganine hcl,CHEMBL468337
(e)-5-styrylisatin,CHEMBL466872
tetradecylphosphocholine,CHEMBL466070
caparratriene,CHEMBL499267
dictyol h,CHEMBL480481
curvularin,CHEMBL482052
"alpha,beta-dehydrocurvularin",CHEMBL482050
stearoylvelutinal,CHEMBL474061
isovelleral,CHEMBL518292
marasmane,CHEMBL518292
lactarane,CHEMBL479316
isovellerol,CHEMBL518293
vellerol,CHEMBL479504
vellerdiol,CHEMBL508576
3-hydroxy-conopharyngine,CHEMBL518947
conoduramine,CHEMBL510938
3-hydroxy-conoduramine,CHEMBL500196
conodurine,CHEMBL508305
3-hydroxy-conodurine,CHEMBL501828
3-hydroxy-isovoacangine,CHEMBL479871
vobaparicine,CHEMBL501911
erysulfoxide,CHEMBL446822
13-deoxycarminomycin,CHEMBL481439
erysulfone,CHEMBL506212
carubicin,CHEMBL474260
carminomycin,CHEMBL474260
gnidimacrin,CHEMBL501600
simpleximacrin,CHEMBL489868
linimacrin d,CHEMBL502043
pimelea factor p3,CHEMBL506196
linimacrin c,CHEMBL442859
nsc-363005,CHEMBL447856
dihydrokaempferide,CHEMBL480655
ungeremine,CHEMBL479291
anhydrolycorinium chloride,CHEMBL479292
anhydrolycorine,CHEMBL481250
halocynthia xanthin,CHEMBL450953
halocynthiaxanthin,CHEMBL450953
amarouciaxanthin b,CHEMBL445440
chebulinic acid,CHEMBL501154
agrimoniin,CHEMBL524674
rugosin d,CHEMBL454004
prieurianin acetate,CHEMBL510917
rohitiuka 7,CHEMBL450224
rohitiukin,CHEMBL505243
n-acryloyldeacetylcolchicine,CHEMBL479300
n-crotonyldeacetylcolchicine,CHEMBL517987
schleicheol 2,CHEMBL481459
hamigeran c,CHEMBL480483
hamigeran d,CHEMBL521086
tryethylhamigeran e,CHEMBL482248
obtusifoliol,CHEMBL481434
(s)-asn-phakellistatin 5,CHEMBL506031
(r)-asn-phakellistatin 5,CHEMBL509165
restrytisol c,CHEMBL481633
resveratrol (e)-dehydrodimer,CHEMBL518935
resveratrol trans-dehydrodimer,CHEMBL518935
(+/-)-pallidol,CHEMBL480462
pallidol,CHEMBL480462
rel-pallidol,CHEMBL480462
isorhamnetin-3-glucoside,CHEMBL520748
hispidulin-7-glucoside,CHEMBL480657
hispiduloside,CHEMBL480657
patulitrin,CHEMBL480855
nepitrin,CHEMBL517682
trichothecolone,CHEMBL481642
trichothecin,CHEMBL480472
6beta-hydroxyrosenonolactone,CHEMBL480473
quadrangularic acid f,CHEMBL462353
quadrangularic acid g,CHEMBL500032
24-epiquadrangularic acid g,CHEMBL453000
quadrangularic acid h,CHEMBL515770
methyl quadrangularate,CHEMBL475877
quadrangularic acid j,CHEMBL472834
quadrangularic acid k,CHEMBL473038
quadrangularic acid l,CHEMBL473039
24-epiquadrangularic acid l,CHEMBL514459
schleicherastatin 1,CHEMBL481652
schleicherastatin 2,CHEMBL481653
schleicherastatin 3,CHEMBL481654
schleicherastatin 4,CHEMBL480672
schleicherastatin 5,CHEMBL480673
schleicherastatin 6,CHEMBL480674
schleicherastatin 7,CHEMBL482250
schleicheol 1,CHEMBL479305
artoindonesianin c,CHEMBL481436
acalycixeniolide c,CHEMBL481629
acalycixeniolide d,CHEMBL481630
acalycixeniolide e,CHEMBL519291
acalycixeniolide f,CHEMBL517546
cernuoside b,CHEMBL507403
homodolastatin 3,CHEMBL506231
beta-hederin,CHEMBL502407
lalibinone c,CHEMBL482231
lalibinone d,CHEMBL519631
lalibinone e,CHEMBL480856
foetidissimoside b,CHEMBL500460
clausamine,CHEMBL480857
clausamine d,CHEMBL480857
clausine f,CHEMBL519276
ekeberginine,CHEMBL517075
methyl carbazole-3-carboxylate,CHEMBL446253
clausamine c,CHEMBL517226
o-demethylmurrayanine,CHEMBL479681
euplectin,CHEMBL519619
zygosporin d,CHEMBL481643
deacetylcytochalasin c,CHEMBL519782
kahalalide o,CHEMBL501534
herbacic acid,CHEMBL501367
(+)-miroestrol,CHEMBL517833
(+)-deoxymiroestrol,CHEMBL479297
circulin c,CHEMBL525248
circulin d,CHEMBL448022
circulin e,CHEMBL508235
circulin f,CHEMBL527087
methylbotryolate,CHEMBL480865
secobotrytriendiol,CHEMBL480866
secobotrytrienediol,CHEMBL480866
dehydrobotrydienol,CHEMBL480575
11-hydroxydehydrobotrydienol,CHEMBL445801
29-hydroxystelliferin d,CHEMBL479491
(e/z)-stelliferin g,CHEMBL473452
stelliferin d,CHEMBL481848
xanthocerasic acid,CHEMBL516768
umbellacin g,CHEMBL480261
"14,15-epoxy-xeniolide h",CHEMBL521107
umbellacin h,CHEMBL481829
ethyl chlorogenate,CHEMBL482232
combretol,CHEMBL518300
umbellacin i,CHEMBL479878
"3alpha,20-lupandiol",CHEMBL481837
escholtzine,CHEMBL481839
caryachine,CHEMBL480663
n-hydroxyannomontine,CHEMBL481059
flidersiachromone,CHEMBL481060
grewin,CHEMBL479692
nitidanin,CHEMBL479693
(-)-sambutoxin,CHEMBL480870
6-hydroxypunctaporonin e,CHEMBL517989
annomontine,CHEMBL501413
flosculin c,CHEMBL479897
flosculin b,CHEMBL475888
gomisin k3,CHEMBL520939
6-epi-oxysporidinone,CHEMBL482022
n-demethylsambutoxin,CHEMBL480458
enniatin a1,CHEMBL450707
angeloylgomisin,CHEMBL479287
benzoylgomisin h,CHEMBL519932
isoaltenuene,CHEMBL504275
sarcaglaboside d,CHEMBL514349
chloranthalactone e 8-o-beta-d-glucopyranoside,CHEMBL520440
sarcaglaboside e,CHEMBL475673
chaetoglobosin u,CHEMBL448756
chaetoglobosin f,CHEMBL443188
cheatoglobosin f,CHEMBL443188
chaetoglobosin e,CHEMBL505481
cheatoglobosin e,CHEMBL505481
cordyheptapeptide a,CHEMBL505624
schisandrin b,CHEMBL479488
2'-des-methyl indomethacin,CHEMBL503179
salvinemorol,CHEMBL518457
6beta-o-(2-methylbutyryl)britannilactone,CHEMBL479694
neobritannilactone b,CHEMBL503702
chloriolide,CHEMBL480872
parvifoline c,CHEMBL520422
parvifoline d,CHEMBL481065
actaealactone,CHEMBL479497
cimicifugic acid g,CHEMBL479308
schisandrene,CHEMBL479899
britannilactone,CHEMBL480648
"1,6-o,o-diacetylbritannilactone",CHEMBL480459
angeliferulate,CHEMBL480460
10-angeloylbutylphthalide,CHEMBL500589
altenuene,CHEMBL482228
5'-epialtenuene,CHEMBL482028
sarcaglaboside b,CHEMBL519466
sarcaglaboside c,CHEMBL520747
garcivilin c,CHEMBL499445
stellettin j,CHEMBL481244
p-hydroxyphenethyl trans-ferulate,CHEMBL481245
(z)-ligustilide,CHEMBL481246
senkyunolide i,CHEMBL499542
n-butylbenzenesulfonamide,CHEMBL479880
bicyclol,CHEMBL482035
4-keto-clonostachydiol,CHEMBL482036
clonostachydiol,CHEMBL482037
12s-hydroxyandrographolide,CHEMBL518455
stellettin k,CHEMBL481254
"1,3-dilinolenin",CHEMBL451416
endoperoxide hormone g3,CHEMBL445267
sagittine b,CHEMBL482046
sagittine c,CHEMBL481066
sagittine d,CHEMBL481067
andrographatoside,CHEMBL481261
andrograpanin,CHEMBL518137
(+)-agelasine d,CHEMBL482024
sinaspirolide,CHEMBL519465
ansaspirolide,CHEMBL482223
sagittine e,CHEMBL520577
sagittine f,CHEMBL482229
sagittine g,CHEMBL479284
isoandrographolide,CHEMBL479285
andrographiside,CHEMBL519275
neoandrographolide,CHEMBL480853
sylviside,CHEMBL508269
12-hydroxyrotenone,CHEMBL518298
daphniyunnine d,CHEMBL520591
lepadiformine a hcl,CHEMBL481443
lepadiformine b hcl,CHEMBL481444
lepadiformine c hcl,CHEMBL517699
(+)-melilotocarpan a,CHEMBL480074
spinosan a acetate,CHEMBL519793
andropanoside,CHEMBL482237
12-hydroxyerosone,CHEMBL481057
isoelliptol,CHEMBL481251
pachyrrizine,CHEMBL479689
neodulin,CHEMBL479690
topsentolide a1,CHEMBL518456
topsentolide a2,CHEMBL479885
topsentolide b1,CHEMBL481257
topsentolide b2,CHEMBL481453
topsentolide b3,CHEMBL520930
pacharin,CHEMBL482048
bauhiniastatin 1,CHEMBL520775
bauhiniastatin 2,CHEMBL482245
tricolorin c,CHEMBL505541
tricolorin d,CHEMBL450741
tricolorin e,CHEMBL526911
tricolorin f,CHEMBL446864
tricolorin j,CHEMBL505421
orizabin ix,CHEMBL501775
orizabin x,CHEMBL451270
orizabin xi,CHEMBL524302
orizabin xii,CHEMBL507742
orizabin xiii,CHEMBL507266
orizabin xiv,CHEMBL446984
orizabin xv,CHEMBL504498
orizabin xvi,CHEMBL499786
orizabin xvii,CHEMBL508877
orizabin xviii,CHEMBL503529
orizabin xix,CHEMBL502424
orizabin xx,CHEMBL510944
orizabin xxi,CHEMBL525270
topsentolide c1,CHEMBL517529
topsentolide c2,CHEMBL479507
aurilide c,CHEMBL354961
junceellolide j,CHEMBL474060
junceellolide l,CHEMBL515896
bauhiniastatin 3,CHEMBL510988
bauhiniastatin 4,CHEMBL480649
physalin d,CHEMBL502427
dichapetalin i,CHEMBL448031
dichapetalin j,CHEMBL448039
dichapetalin k,CHEMBL502745
dichapetalin l,CHEMBL445723
7a(s)-p-hydroxyphenopyrrozin,CHEMBL479677
cleistetroside-8,CHEMBL509094
cleistrioside-5,CHEMBL449465
cleistetroside-2,CHEMBL450890
zeylanol,CHEMBL480270
28-hydroxyzelanol,CHEMBL480271
daphmanidin e,CHEMBL481252
daphmanidin f,CHEMBL519283
bruguierin b,CHEMBL447269
bruguierin c,CHEMBL503931
lancifodilactone h,CHEMBL481455
nigranoic acid,CHEMBL480082
umbellacin c,CHEMBL480279
umbellacin d,CHEMBL482246
umbellacin e,CHEMBL519958
umbellacin f,CHEMBL482247
polygalasaponin e,CHEMBL503227
polygalasaponin h,CHEMBL448090
polygalasaponin v,CHEMBL518138
murucoidin i,CHEMBL494855
murucoidin ii,CHEMBL452418
murucoidin iii,CHEMBL504724
murucoidin iv,CHEMBL502394
murucoidin v,CHEMBL505000
stoloniferin i,CHEMBL504970
cassipourol,CHEMBL482226
cassipouryl acetate,CHEMBL479281
dielsiquinone,CHEMBL479282
marcanine c,CHEMBL480651
marcanine d,CHEMBL480848
excavatolide u,CHEMBL504770
excavatolide v,CHEMBL500105
kushenol w,CHEMBL479476
kushenol x,CHEMBL517073
5-acetoxyseselin,CHEMBL519931
"5,7-diacetoxycoumarin",CHEMBL481048
"5,7-dimethoxycoumarin",CHEMBL481049
dipetalolactone,CHEMBL481240
alloxanthoxyletin,CHEMBL479462
7-acetoxyalloxanthyletin,CHEMBL479680
9-o-nonaonylisoaaptamine,CHEMBL479875
9-o-decanoylisoaaptamine,CHEMBL479876
9-o-laurylisoaaptamine,CHEMBL479877
9-o-myristylisoaaptamine,CHEMBL519618
excavatolide w,CHEMBL475272
excavatolide x,CHEMBL505625
excavatolide y,CHEMBL507023
excavatolide z,CHEMBL475473
ericifolione,CHEMBL516926
9-o-palmitylisoaaptamine,CHEMBL520764
9-o-stearylisoaaptamine,CHEMBL517383
dihydroaaptamine,CHEMBL479886
4-n-acetyldihydroaaptamine,CHEMBL479887
4-n-hexanoyldihydroaaptamine,CHEMBL479888
11-deoxyfistularin-3,CHEMBL503291
9-deacetyltaxayuntin e,CHEMBL509211
iryantherin k,CHEMBL450915
iryantherin l,CHEMBL503892
leachianone g,CHEMBL516930
glabridin,CHEMBL480477
4-n-lauryldihydroaaptamine,CHEMBL519446
4-n-stearyldihydroaaptamine,CHEMBL481460
aaptosine,CHEMBL520931
hederacolchiside a1,CHEMBL444941
5-hydroxyseselin,CHEMBL448575
7-hydroxyalloxanthyletin,CHEMBL480850
incarvillateine,CHEMBL505819
nakamuric acid,CHEMBL474667
nakamuric acid methyl ester,CHEMBL447198
sceptrin (tfa salt),CHEMBL453152
ageliferin,CHEMBL502866
clusiparalicoline c,CHEMBL446307
escin ia,CHEMBL507233
escin ib,CHEMBL505939
isoescin ia,CHEMBL500473
isoescin ib,CHEMBL509354
escin ivc,CHEMBL502797
escin ivd,CHEMBL448282
escin ive,CHEMBL455831
escin ivf,CHEMBL503158
pancibiflavonol,CHEMBL504190
garcinianin,CHEMBL445516
(-)-oceanapiside,CHEMBL459686
stilbostemin g,CHEMBL481450
15alpha-methoxypuupehenol,CHEMBL481451
cacospongionolide f,CHEMBL480079
swietenolide,CHEMBL515239
6-o-acetylswietenolide,CHEMBL511088
"3,6-o,o-diacetylswietenolide",CHEMBL510704
swietemahonin f,CHEMBL450054
brassicolide,CHEMBL481650
brassicolide acetate,CHEMBL481651
lyngbyastatin 2,CHEMBL507890
norlyngbyastatin 2,CHEMBL442608
tuberostemonine,CHEMBL517375
neotuberostemonine,CHEMBL479493
mulinolic acid,CHEMBL481462
tanikolide,CHEMBL479498
(-)-malyngolide,CHEMBL475070
2-hydroxynephthenol,CHEMBL518764
nephthenol,CHEMBL479706
cembrene a,CHEMBL518765
triptobenzene l,CHEMBL479708
nsc-672120,CHEMBL479474
nsc-687011,CHEMBL519106
"1',2',3',4'-tetradehydrotubulosine",CHEMBL481241
triptobenzene m,CHEMBL481440
triptobenzene n,CHEMBL444235
triptonediol,CHEMBL517698
triptoquinone c,CHEMBL480069
brevenal acetal,CHEMBL486446
stemanthrene c,CHEMBL480660
secobatzelline a diacetate,CHEMBL509647
secobatzelline b diacetate,CHEMBL481845
petrotetrayndiol c,CHEMBL453467
oidiolactone d,CHEMBL480668
xanthohumol d,CHEMBL479500
dihydroxanthohumol,CHEMBL510279
oidiolactone-e,CHEMBL455749
mycosporulone,CHEMBL503647
5'-metoxy eugenol,CHEMBL458690
myristicin,CHEMBL481044
isoeugenol,CHEMBL445206
isogosterone c,CHEMBL474461
isogosterone d,CHEMBL514959
hulupinic acid,CHEMBL454528
lupulone,CHEMBL480267
3-methylgigantol,CHEMBL481834
ephemeranthone,CHEMBL481835
lupulone c,CHEMBL481840
lupulone d,CHEMBL521269
lupulone e,CHEMBL481841
lupulone f,CHEMBL509584
umbelliferonecyclohexylmethyl ether,CHEMBL480670
4'-hydroxytigloyldecursinol,CHEMBL479696
4'-hydroxydecursin,CHEMBL479697
"(2's,3's)-epoxyangeloyldecursinol",CHEMBL479698
"(2'r,3'r)-epoxyangeloyldecursinol",CHEMBL481656
(+)-decursinol,CHEMBL481657
(s)-(+)-decursin,CHEMBL481658
bipinnatin i,CHEMBL479311
bipinnatolide f,CHEMBL518291
ferneciferol-d,CHEMBL480845
phakellistatin 14,CHEMBL502751
fomitoside c,CHEMBL510510
fomitoside d,CHEMBL452216
fomitoside e,CHEMBL447689
fomitoside f,CHEMBL506367
fomitoside g,CHEMBL508658
fomitoside h,CHEMBL445461
campneoside,CHEMBL450295
crocetin monogentibiosyl ester,CHEMBL500492
heteronemin,CHEMBL514498
3-o-acetyldaturadiol,CHEMBL515444
methylsulfomycin i,CHEMBL444458
kushenol p,CHEMBL519277
kushenol q,CHEMBL480860
pacificin c,CHEMBL479883
pacificin d,CHEMBL517382
pacificin e,CHEMBL479884
trypan blue,CHEMBL1640
visionblue,CHEMBL1640
membraneblue,CHEMBL1640
annocherin,CHEMBL445446
gnf-pf-1145,CHEMBL576598
kushenol r,CHEMBL520605
kushenol s,CHEMBL482042
kushenol u,CHEMBL519440
kushenol v,CHEMBL480869
pacificin f,CHEMBL481062
pacificin g,CHEMBL520264
pacificin h,CHEMBL479893
pacificin i,CHEMBL517536
pacificin j,CHEMBL505032
5-methoxyseselin,CHEMBL479894
9-o-acetylisoaaptamine,CHEMBL479895
9-o-propionylisoaaptamine,CHEMBL481850
9-o-valerylisoaaptamine,CHEMBL506597
9-o-hexonylisoaaptamine,CHEMBL481851
9-o-heptonylisoaaptamine,CHEMBL505151
9-o-octanoylisoaaptamine,CHEMBL481852
demethylincisterol a1,CHEMBL479501
demethylincisterol a2,CHEMBL479502
demethylincisterol a4,CHEMBL517527
demethylincisterol a3,CHEMBL448326
achyrodimer b,CHEMBL452463
achyrodimer c,CHEMBL447638
achyrodimer e,CHEMBL526382
makaluvic acid c,CHEMBL507654
homaxisterol a1,CHEMBL517547
homaxisterol a2,CHEMBL474668
homaxisterol a3,CHEMBL516384
ophioglonin,CHEMBL480269
damirone c,CHEMBL469984
moricandin,CHEMBL442686
alpha-isolupahine,CHEMBL520093
thalichroidine,CHEMBL451122
homaxisterol a4,CHEMBL475876
novaeguinoside i,CHEMBL504654
novaeguinoside ii,CHEMBL524504
3-hydroxyasebotin,CHEMBL480475
asebogenin 2'-o-beta-d-ribohexo-3-ulopyranoside,CHEMBL482049
triacetoxy pulicanone,CHEMBL479700
pulicanaral b,CHEMBL481041
cicadapeptin i,CHEMBL448005
cicadapeptin ii,CHEMBL449446
pubescenoside b,CHEMBL480066
deacetyldihydrobotrydial,CHEMBL481636
nocathiacin ii,CHEMBL526160
nocathiacin iv,CHEMBL527060
nocathiacin v,CHEMBL501954
thiazomycin c,CHEMBL501954
cremastrine,CHEMBL480464
"(8r,8'r)-4-hydroxycubebinone",CHEMBL482034
"(8r,8'r,9's)-5-methoxyclusin",CHEMBL482233
guttiferone h,CHEMBL444720
gambogenone,CHEMBL480075
"7,10-dihydroxydehydrodihydrobotrydia",CHEMBL447574
7-hydroxydeacetylbotryenalol,CHEMBL517702
methylene-bis-aspidinol,CHEMBL482041
isoguaiacin,CHEMBL482239
6alpha-hydroxyadoxoside,CHEMBL480665
alpha-methylcubebin,CHEMBL520915
aristophenone a,CHEMBL516196
(+)-guttiferone d,CHEMBL447153
guttiferone e,CHEMBL447153
alloathyriol,CHEMBL482243
"13,ii8-biapigenin",CHEMBL515252
"3,8'-biapigenin",CHEMBL515252
(+/-)-fukugiside,CHEMBL503951
beta-glucogallin,CHEMBL480283
lntercedenside d,CHEMBL526741
lntercedenside e,CHEMBL448676
intercedenside f,CHEMBL525932
lntercedenside g,CHEMBL505799
lntercedenside h,CHEMBL507104
(-)-clusin,CHEMBL479701
(-)-cubebininolide,CHEMBL479314
"2,4,5-trimethoxyphenylacetone",CHEMBL481233
androsin,CHEMBL481234
4'-o-methylbonannione a,CHEMBL479870
ethoxyclusin,CHEMBL480295
(-)-cubebinin,CHEMBL480296
(-)-dihydroclusin,CHEMBL469916
(-)-thujaplicatintrimethyl ether,CHEMBL469917
belalloside b,CHEMBL471593
belamphenone,CHEMBL526549
iriflophenone,CHEMBL443689
"2,3,9-trimethoxypterocarpan",CHEMBL469708
vesticarpan,CHEMBL450694
aurilol,CHEMBL508884
tasumatrols e,CHEMBL502734
medioresinol,CHEMBL513023
tasumatrol f,CHEMBL505278
tasumatrol g,CHEMBL509227
taxayuntin g,CHEMBL514952
irilin d,CHEMBL469927
bisindigotin,CHEMBL474468
1-acetylbisindigotin,CHEMBL448563
"1,12-bis[{(trimethylammonium)ethoxyphosphinyl}oxy]dodecane",CHEMBL470558
"1,14-bis[{(trimethylammonium)ethoxyphosphinyl}oxy]tetradecane",CHEMBL470772
"1,16-hexadecanediol",CHEMBL448715
"1,22-hexadecanediol",CHEMBL470773
"1,16-bis[(diphenyloxyphosphinyl)oxy]hexadecane",CHEMBL498934
"1,12-bis[(diphenyloxyphosphinyl)oxy]docosane",CHEMBL289258
phellamurin,CHEMBL516116
7-azidokabiramide c,CHEMBL445948
jaceoside,CHEMBL515459
"n,o-diacetylnoroliveroline",CHEMBL478601
anthecotulide,CHEMBL478602
communiol e,CHEMBL478810
communiol f,CHEMBL479321
communiol g,CHEMBL425137
communiol h,CHEMBL479320
"1,22-bis[(dihydroxyphosphinyl)oxy]docosane",CHEMBL518449
hexadecyl dihydrogen phosphate,CHEMBL479322
"1,16-bis[{[(trimethylammonium)ethoxy]phosphinyl}oxy]hexadecane",CHEMBL479714
"1,16-bis[(dihydroxyphosphinyl)oxy]hexadecane",CHEMBL516448
fukanedone b,CHEMBL480297
fukanedone c,CHEMBL480489
fukanedone d,CHEMBL519597
"1,18-bis[{[(trimethylammonium)ethoxy]phosphinyl}oxy]octadecane",CHEMBL472837
"1,20-bis[{[(trimethylammonium)ethoxy]phosphinyl}oxy]eicosane",CHEMBL502676
"1,22-bis[{[(trimethylammonium)ethoxy]phosphinyl}oxy]docosane",CHEMBL506186
"1,22-bis[{[(trimethylammonium)ethoxy]phosphinyl}oxy]docosane hcl",CHEMBL453950
"1,24-bis[{[(trimethylammonium)ethoxy]phosphinyl}oxy]tetracosane",CHEMBL505006
pescaprein i,CHEMBL507247
pescaprein ii,CHEMBL509568
pescaprein iii,CHEMBL504178
pescaprein iv,CHEMBL524298
stoloniferin iii,CHEMBL447968
fukanedone e,CHEMBL471594
brevicompanine,CHEMBL472025
gibberelline,CHEMBL513241
lajollamycin,CHEMBL449780
isomammeisin,CHEMBL511810
"3,5-diacetyltambulin",CHEMBL476500
(+)-tetrahydroberberine,CHEMBL476501
atanine,CHEMBL476502
tambulin,CHEMBL478811
prudomestin,CHEMBL478812
decaturin c,CHEMBL517063
decaturin d,CHEMBL479323
ambigol c,CHEMBL479906
umbelactonyl caffeate,CHEMBL502070
(+)-sesamin,CHEMBL479911
2-tridecanone,CHEMBL480097
lanyuamide i,CHEMBL480491
lanyuamide ii,CHEMBL480492
tetrahydrobungeanool,CHEMBL452912
ipomoeassin c,CHEMBL505295
ipomoeassin d,CHEMBL502784
ipomoeassin e,CHEMBL443118
"3',2'-o-diacetylipomoeassin a",CHEMBL525977
"5,3',2'-o-triacetylipomoeassin c",CHEMBL454231
gamma-sanshool,CHEMBL471595
hydroxy gamma-sanshool,CHEMBL454017
catalpalactone,CHEMBL471809
magnone b,CHEMBL514839
rolliniastatin-2,CHEMBL453496
anisatin,CHEMBL517697
2-methoxyjuglone,CHEMBL480099
(e)-resveratroloside,CHEMBL480100
eucryphin,CHEMBL470337
"(2s,7s,8s)-sarcophytoxide",CHEMBL472013
halisulphate1-methylherbipoline,CHEMBL507385
halisulphatesodium,CHEMBL472838
n-octanoylsphingosine,CHEMBL444463
taxumairol k,CHEMBL509773
sinuflexolide,CHEMBL470131
gloeolactone,CHEMBL472019
dragmacidin d,CHEMBL513753
dragmacidin e,CHEMBL472439
cyclotheonamide e3,CHEMBL448342
cyclotheonamide e2,CHEMBL505589
dihydrosinuflexolide,CHEMBL514518
sinuflexibilin,CHEMBL476076
dehydroradiosumin,CHEMBL476077
3'-bromotyramine,CHEMBL450778
aeruginosin 103-a,CHEMBL503490
pamaqueside,CHEMBL505268
cp-148623,CHEMBL505268
16-epi-scalarolbutenolide,CHEMBL476919
trichoflectin,CHEMBL476920
stecholide c acetate,CHEMBL446763
1-carboxymethylnicotinic acid,CHEMBL479228
kalkipyrone,CHEMBL445827
verticipyrone,CHEMBL445827
debromogrenadine,CHEMBL516437
grenadamide c,CHEMBL479511
"3,4-dihydromanzamine j",CHEMBL447583
cathafiline,CHEMBL479709
cathaformine,CHEMBL517848
13-dehydroxystecholide j,CHEMBL475275
stecholide a acetate,CHEMBL453266
lobatriene,CHEMBL502083
spongiacidin c,CHEMBL448126
spongiacidin d,CHEMBL512682
arenarin c,CHEMBL472014
kaempferol 3-neohesperidoside,CHEMBL507493
kaempferol 3-o-neohesperidoside,CHEMBL507493
3-[10'(z)-heptadecenyl]phenol,CHEMBL470127
ethyl didehydroplakortide z,CHEMBL471596
lobatrienolide,CHEMBL470132
3-tridecyl phenol,CHEMBL448270
symplostatin 1,CHEMBL501233
allo-schkuhriolide,CHEMBL472440
grandiflorine,CHEMBL503364
methyllycaconitine,CHEMBL510275
methyllycanonitine,CHEMBL510275
fuscol,CHEMBL476288
28-hydroxyisoiguesterin,CHEMBL515947
6-tridecyl phenol,CHEMBL476921
methyl 6-[8'(z)-pentadecenyl]salicylate,CHEMBL477126
5-[10'(z)-heptadecenyljresorcinol,CHEMBL476083
kopsingine,CHEMBL514676
kopsaporine,CHEMBL516447
mukanadin-c,CHEMBL449743
acetoside,CHEMBL444478
acteoside,CHEMBL444478
verbacoside,CHEMBL444478
verbascoside,CHEMBL444478
luteoside b,CHEMBL450497
luteoside c,CHEMBL502937
verbascoside nonaacetate,CHEMBL454010
isoverbascoside noaacetate,CHEMBL451960
isoiguesterol,CHEMBL480292
theonellapeptolide iiie,CHEMBL504988
febrifugine,CHEMBL479432
5-tridecyl resorcinol,CHEMBL451044
6-tridecylresorcylic acid,CHEMBL451044
vinaxanthone,CHEMBL510257
hispidospermidin,CHEMBL470544
atractylochromene,CHEMBL450070
petrosaspongiolide m,CHEMBL470339
petrosaspongiolide n,CHEMBL499563
n-deacetyllappaconitine,CHEMBL509076
heteratisine n-oxide,CHEMBL513556
"3,8-diacetylfalconerine",CHEMBL444735
8-stearoylfalconerine,CHEMBL501284
